code,sido,gu,dong,lat,lng
1111013300,서울특별시,종로구,익선동,37.574082,126.989819
1111013400,서울특별시,종로구,경운동,37.574538,126.986664
1111013500,서울특별시,종로구,관철동,37.569182,126.986053
1111013600,서울특별시,종로구,인사동,37.571837,126.986206
1111013700,서울특별시,종로구,낙원동,37.572558,126.988732
1111013800,서울특별시,종로구,종로2가,37.570195,126.986454
1111013900,서울특별시,종로구,팔판동,37.582882,126.980836
1111014000,서울특별시,종로구,삼청동,37.585404,126.982123
1111014100,서울특별시,종로구,안국동,37.577515,126.983939
1111014200,서울특별시,종로구,소격동,37.580122,126.981424
1111014300,서울특별시,종로구,화동,37.580693,126.982268
1111014400,서울특별시,종로구,사간동,37.577668,126.980593
1111014500,서울특별시,종로구,송현동,37.577322,126.982187
1111014600,서울특별시,종로구,가회동,37.582235,126.984666
1111014700,서울특별시,종로구,재동,37.578363,126.985575
1111014800,서울특별시,종로구,계동,37.581321,126.987016
1111014900,서울특별시,종로구,원서동,37.581687,126.988696
1111015000,서울특별시,종로구,훈정동,37.57098,126.995131
1111015100,서울특별시,종로구,묘동,37.572598,126.991715
1111015200,서울특별시,종로구,봉익동,37.572398,126.992873
1111015300,서울특별시,종로구,돈의동,37.572085,126.990736
1111015400,서울특별시,종로구,장사동,37.569411,126.99383
1111015500,서울특별시,종로구,관수동,37.5692,126.990527
1111015600,서울특별시,종로구,종로3가,37.570337,126.992072
1111015700,서울특별시,종로구,인의동,37.573102,126.997921
1111015800,서울특별시,종로구,예지동,37.569643,126.997971
1111015900,서울특별시,종로구,원남동,37.575326,126.997429
1111016000,서울특별시,종로구,연지동,37.57359,126.999447
1111016100,서울특별시,종로구,종로4가,37.570618,126.998135
1111016200,서울특별시,종로구,효제동,37.572859,127.003417
1111016300,서울특별시,종로구,종로5가,37.57054,127.003794
1111016400,서울특별시,종로구,종로6가,37.572572,127.006996
1111016500,서울특별시,종로구,이화동,37.577066,127.006358
1111016600,서울특별시,종로구,연건동,37.5775,127.000903
1111016700,서울특별시,종로구,충신동,37.575189,127.006471
1111016800,서울특별시,종로구,동숭동,37.581654,127.005083
1111016900,서울특별시,종로구,혜화동,37.587955,127.001157
1111017000,서울특별시,종로구,명륜1가,37.588347,126.997733
1111017100,서울특별시,종로구,명륜2가,37.584521,126.998638
1111017200,서울특별시,종로구,명륜4가,37.582225,127.000008
1111017300,서울특별시,종로구,명륜3가,37.588359,126.994739
1111017400,서울특별시,종로구,창신동,37.574729,127.012062
1111017500,서울특별시,종로구,숭인동,37.575979,127.018802
1111017600,서울특별시,종로구,교남동,37.567917,126.965108
1111017700,서울특별시,종로구,평동,37.567121,126.967018
1111017800,서울특별시,종로구,송월동,37.569779,126.96576
1111017900,서울특별시,종로구,홍파동,37.571862,126.965154
1111018000,서울특별시,종로구,교북동,37.572612,126.960436
1111018100,서울특별시,종로구,행촌동,37.574294,126.962469
1111018200,서울특별시,종로구,구기동,37.609211,126.957246
1111018300,서울특별시,종로구,평창동,37.61042,126.969837
1111018400,서울특별시,종로구,부암동,37.594148,126.964248
1111018500,서울특별시,종로구,홍지동,37.60031,126.957773
1111018600,서울특별시,종로구,신영동,37.602696,126.961378
1111018700,서울특별시,종로구,무악동,37.575906,126.959334
1114010100,서울특별시,중구,무교동,37.567732,126.979171
1114010200,서울특별시,중구,다동,37.567577,126.981026
1114010300,서울특별시,중구,태평로1가,37.568174,126.976805
1114010400,서울특별시,중구,을지로1가,37.566295,126.980137
1114010500,서울특별시,중구,을지로2가,37.565757,126.985892
1114010600,서울특별시,중구,남대문로1가,37.567451,126.982976
1114010700,서울특별시,중구,삼각동,37.567588,126.983748
1114010800,서울특별시,중구,수하동,37.567242,126.984082
1114010900,서울특별시,중구,장교동,37.567116,126.987193
1114011000,서울특별시,중구,수표동,37.567358,126.989674
1114011100,서울특별시,중구,소공동,37.563731,126.980135
1114011200,서울특별시,중구,남창동,37.55845,126.977464
1114011300,서울특별시,중구,북창동,37.5625,126.978056
1114011400,서울특별시,중구,태평로2가,37.563334,126.976861
1114011500,서울특별시,중구,남대문로2가,37.563785,126.981752
1114011600,서울특별시,중구,남대문로3가,37.561033,126.978259
1114011700,서울특별시,중구,남대문로4가,37.560635,126.976863
1114011800,서울특별시,중구,남대문로5가,37.557154,126.974366
1114011900,서울특별시,중구,봉래동1가,37.558687,126.972589
1114012000,서울특별시,중구,봉래동2가,37.557841,126.97062
1114012100,서울특별시,중구,회현동1가,37.557439,126.980748
1114012200,서울특별시,중구,회현동2가,37.558033,126.983443
1114012300,서울특별시,중구,회현동3가,37.56006,126.984082
1114012400,서울특별시,중구,충무로1가,37.561279,126.98343
1114012500,서울특별시,중구,충무로2가,37.561903,126.987942
1114012600,서울특별시,중구,명동1가,37.564135,126.984148
1114012700,서울특별시,중구,명동2가,37.56288,126.984505
1114012800,서울특별시,중구,남산동1가,37.55926,126.984605
1114012900,서울특별시,중구,남산동2가,37.558534,126.985813
1114013000,서울특별시,중구,남산동3가,37.560392,126.987105
1114013100,서울특별시,중구,저동1가,37.564362,126.987314
1114013200,서울특별시,중구,충무로4가,37.562463,126.995255
1114013300,서울특별시,중구,충무로5가,37.562923,126.999921
1114013400,서울특별시,중구,인현동2가,37.56378,126.995779
1114013500,서울특별시,중구,예관동,37.564357,126.99822
1114013600,서울특별시,중구,묵정동,37.561401,127.000871
1114013700,서울특별시,중구,필동1가,37.560992,126.992264
1114013800,서울특별시,중구,필동2가,37.55896,126.995427
1114013900,서울특별시,중구,필동3가,37.559069,126.997152
1114014000,서울특별시,중구,남학동,37.56041,126.99086
1114014100,서울특별시,중구,주자동,37.560755,126.98985
1114014200,서울특별시,중구,예장동,37.557397,126.990492
1114014300,서울특별시,중구,장충동1가,37.561397,127.007583
1114014400,서울특별시,중구,장충동2가,37.55991,127.00256
1114014500,서울특별시,중구,광희동1가,37.565194,127.005069
1114014600,서울특별시,중구,광희동2가,37.563799,127.008655
1114014700,서울특별시,중구,쌍림동,37.563176,127.004625
1114014800,서울특별시,중구,을지로6가,37.566868,127.00631
1114014900,서울특별시,중구,을지로7가,37.565117,127.009288
1114015000,서울특별시,중구,을지로4가,37.566587,126.998139
1114015100,서울특별시,중구,을지로5가,37.566455,127.001862
1114015200,서울특별시,중구,주교동,37.568136,126.999252
1114015300,서울특별시,중구,방산동,37.568469,127.001903
1114015400,서울특별시,중구,오장동,37.564685,127.0007
1114015500,서울특별시,중구,을지로3가,37.566292,126.992337
1114015600,서울특별시,중구,입정동,37.567709,126.993042
1114015700,서울특별시,중구,산림동,37.567564,126.996085
1114015800,서울특별시,중구,충무로3가,37.562676,126.991874
1114015900,서울특별시,중구,초동,37.564226,126.992375
1114016000,서울특별시,중구,인현동1가,37.564472,126.994232
1114016100,서울특별시,중구,저동2가,37.564385,126.990257
1114016200,서울특별시,중구,신당동,37.559441,127.013427
1114016300,서울특별시,중구,흥인동,37.566792,127.016839
1114016400,서울특별시,중구,무학동,37.564149,127.015091
1114016500,서울특별시,중구,황학동,37.56794,127.020367
1114016600,서울특별시,중구,서소문동,37.563075,126.974142
1114016700,서울특별시,중구,정동,37.566905,126.972078
1114016800,서울특별시,중구,순화동,37.562471,126.970566
1114016900,서울특별시,중구,의주로1가,37.564783,126.968176
1114017000,서울특별시,중구,충정로1가,37.567411,126.968642
1114017100,서울특별시,중구,중림동,37.558715,126.96584
1114017200,서울특별시,중구,의주로2가,37.559382,126.969985
1114017300,서울특별시,중구,만리동1가,37.556408,126.967319
1114017400,서울특별시,중구,만리동2가,37.553986,126.96415
1117010100,서울특별시,용산구,후암동,37.549171,126.978938
1117010200,서울특별시,용산구,용산동2가,37.544184,126.98511
1117010300,서울특별시,용산구,용산동4가,37.534964,126.986876
1117010400,서울특별시,용산구,갈월동,37.546267,126.972941
1117010500,서울특별시,용산구,남영동,37.542934,126.97341
1117010600,서울특별시,용산구,용산동1가,37.534968,126.977282
1117010700,서울특별시,용산구,동자동,37.551535,126.974137
1117010800,서울특별시,용산구,서계동,37.552113,126.966089
1117010900,서울특별시,용산구,청파동1가,37.54887,126.967046
1117011000,서울특별시,용산구,청파동2가,37.546067,126.967745
1117011100,서울특별시,용산구,청파동3가,37.543407,126.968276
1117011200,서울특별시,용산구,원효로1가,37.539977,126.966998
1117011300,서울특별시,용산구,원효로2가,37.536307,126.963165
1117011400,서울특별시,용산구,신창동,37.53573,126.955199
1117011500,서울특별시,용산구,산천동,37.535428,126.952396
1117011600,서울특별시,용산구,청암동,37.53504,126.9465
1117011700,서울특별시,용산구,원효로3가,37.53414,126.956862
1117011800,서울특별시,용산구,원효로4가,37.533504,126.952763
1117011900,서울특별시,용산구,효창동,37.543291,126.961214
1117012000,서울특별시,용산구,도원동,37.539188,126.95794
1117012100,서울특별시,용산구,용문동,37.537571,126.959936
1117012200,서울특별시,용산구,문배동,37.536423,126.969346
1117012300,서울특별시,용산구,신계동,37.534581,126.964922
1117012400,서울특별시,용산구,한강로1가,37.534384,126.973765
1117012500,서울특별시,용산구,한강로2가,37.531715,126.970242
1117012600,서울특별시,용산구,용산동3가,37.533189,126.974319
1117012700,서울특별시,용산구,용산동5가,37.527123,126.97083
1117012800,서울특별시,용산구,한강로3가,37.524659,126.963299
1117012900,서울특별시,용산구,이촌동,37.524133,126.961987
1117013000,서울특별시,용산구,이태원동,37.5367,126.992151
1117013100,서울특별시,용산구,한남동,37.533889,127.003955
1117013200,서울특별시,용산구,동빙고동,37.523599,126.995949
1117013300,서울특별시,용산구,서빙고동,37.521042,126.993023
1117013400,서울특별시,용산구,주성동,37.522591,126.998382
1117013500,서울특별시,용산구,용산동6가,37.51915,126.983164
1117013600,서울특별시,용산구,보광동,37.528858,126.999766
1120010100,서울특별시,성동구,상왕십리동,37.569332,127.025349
1120010200,서울특별시,성동구,하왕십리동,37.562462,127.029586
1120010300,서울특별시,성동구,홍익동,37.566144,127.032921
1120010400,서울특별시,성동구,도선동,37.563897,127.033258
1120010500,서울특별시,성동구,마장동,37.567305,127.039084
1120010600,서울특별시,성동구,사근동,37.561371,127.046789
1120010700,서울특별시,성동구,행당동,37.559076,127.035869
1120010800,서울특별시,성동구,응봉동,37.551169,127.031462
1120010900,서울특별시,성동구,금호동1가,37.554697,127.023412
1120011000,서울특별시,성동구,금호동2가,37.552482,127.020133
1120011100,서울특별시,성동구,금호동3가,37.549504,127.021812
1120011200,서울특별시,성동구,금호동4가,37.547468,127.02006
1120011300,서울특별시,성동구,옥수동,37.542764,127.014662
1120011400,서울특별시,성동구,성수동1가,37.544661,127.046772
1120011500,서울특별시,성동구,성수동2가,37.541123,127.056125
1120011800,서울특별시,성동구,송정동,37.552124,127.067652
1120012200,서울특별시,성동구,용답동,37.564354,127.052795
1121510100,서울특별시,광진구,중곡동,37.561882,127.084745
1121510200,서울특별시,광진구,능동,37.553729,127.082381
1121510300,서울특별시,광진구,구의동,37.544655,127.089493
1121510400,서울특별시,광진구,광장동,37.546992,127.103926
1121510500,서울특별시,광진구,자양동,37.534692,127.074327
1121510700,서울특별시,광진구,화양동,37.544427,127.070047
1121510900,서울특별시,광진구,군자동,37.553878,127.073516
1123010100,서울특별시,동대문구,신설동,37.575204,127.026023
1123010200,서울특별시,동대문구,용두동,37.576328,127.034621
1123010300,서울특별시,동대문구,제기동,37.584134,127.03796
1123010400,서울특별시,동대문구,전농동,37.579797,127.053848
1123010500,서울특별시,동대문구,답십리동,37.569883,127.056757
1123010600,서울특별시,동대문구,장안동,37.570749,127.068233
1123010700,서울특별시,동대문구,청량리동,37.586643,127.044621
1123010800,서울특별시,동대문구,회기동,37.591447,127.051971
1123010900,서울특별시,동대문구,휘경동,37.589592,127.061228
1123011000,서울특별시,동대문구,이문동,37.598851,127.062465
1126010100,서울특별시,중랑구,면목동,37.58442,127.086487
1126010200,서울특별시,중랑구,상봉동,37.596267,127.085704
1126010300,서울특별시,중랑구,중화동,37.59975,127.077718
1126010400,서울특별시,중랑구,묵동,37.611266,127.077829
1126010500,서울특별시,중랑구,망우동,37.596678,127.100419
1126010600,서울특별시,중랑구,신내동,37.607237,127.098924
1129010100,서울특별시,성북구,성북동,37.594567,126.997514
1129010200,서울특별시,성북구,성북동1가,37.589374,127.003652
1129010300,서울특별시,성북구,돈암동,37.598415,127.020288
1129010400,서울특별시,성북구,동소문동1가,37.589858,127.00746
1129010500,서울특별시,성북구,동소문동2가,37.588696,127.008412
1129010600,서울특별시,성북구,동소문동3가,37.590052,127.010816
1129010700,서울특별시,성북구,동소문동4가,37.591541,127.010756
1129010800,서울특별시,성북구,동소문동5가,37.591666,127.01559
1129010900,서울특별시,성북구,동소문동6가,37.59377,127.014858
1129011000,서울특별시,성북구,동소문동7가,37.596303,127.014721
1129011100,서울특별시,성북구,삼선동1가,37.585059,127.007942
1129011200,서울특별시,성북구,삼선동2가,37.585259,127.010538
1129011300,서울특별시,성북구,삼선동3가,37.586298,127.012802
1129011400,서울특별시,성북구,삼선동4가,37.589818,127.013135
1129011500,서울특별시,성북구,삼선동5가,37.58825,127.015789
1129011600,서울특별시,성북구,동선동1가,37.592065,127.01826
1129011700,서울특별시,성북구,동선동2가,37.590091,127.020053
1129011800,서울특별시,성북구,동선동3가,37.594108,127.020597
1129011900,서울특별시,성북구,동선동4가,37.595087,127.018541
1129012000,서울특별시,성북구,동선동5가,37.596185,127.016726
1129012100,서울특별시,성북구,안암동1가,37.588393,127.021456
1129012200,서울특별시,성북구,안암동2가,37.586638,127.022973
1129012300,서울특별시,성북구,안암동3가,37.583915,127.02328
1129012400,서울특별시,성북구,안암동4가,37.580811,127.024633
1129012500,서울특별시,성북구,안암동5가,37.586083,127.029493
1129012600,서울특별시,성북구,보문동4가,37.582645,127.021437
1129012700,서울특별시,성북구,보문동5가,37.582359,127.019936
1129012800,서울특별시,성북구,보문동6가,37.580444,127.019694
1129012900,서울특별시,성북구,보문동7가,37.580033,127.02182
1129013000,서울특별시,성북구,보문동1가,37.586226,127.019779
1129013100,서울특별시,성북구,보문동2가,37.585602,127.018306
1129013200,서울특별시,성북구,보문동3가,37.584277,127.017551
1129013300,서울특별시,성북구,정릉동,37.608442,127.008288
1129013400,서울특별시,성북구,길음동,37.607316,127.02476
1129013500,서울특별시,성북구,종암동,37.597405,127.035032
1129013600,서울특별시,성북구,하월곡동,37.605662,127.035753
1129013700,서울특별시,성북구,상월곡동,37.606723,127.048393
1129013800,서울특별시,성북구,장위동,37.614232,127.050118
1129013900,서울특별시,성북구,석관동,37.608823,127.060712
1130510100,서울특별시,강북구,미아동,37.621298,127.024902
1130510200,서울특별시,강북구,번동,37.635123,127.032072
1130510300,서울특별시,강북구,수유동,37.639388,127.017183
1130510400,서울특별시,강북구,우이동,37.658785,127.01119
1132010500,서울특별시,도봉구,쌍문동,37.652731,127.02871
1132010600,서울특별시,도봉구,방학동,37.666224,127.03665
1132010700,서울특별시,도봉구,창동,37.64344,127.039413
1132010800,서울특별시,도봉구,도봉동,37.678103,127.043249
1135010200,서울특별시,노원구,월계동,37.622192,127.05865
1135010300,서울특별시,노원구,공릉동,37.623601,127.077388
1135010400,서울특별시,노원구,하계동,37.63689,127.073145
1135010500,서울특별시,노원구,상계동,37.6671,127.072189
1135010600,서울특별시,노원구,중계동,37.646989,127.082411
1138010100,서울특별시,은평구,수색동,37.585121,126.89426
1138010200,서울특별시,은평구,녹번동,37.605253,126.929107
1138010300,서울특별시,은평구,불광동,37.620465,126.927435
1138010400,서울특별시,은평구,갈현동,37.621223,126.914993
1138010500,서울특별시,은평구,구산동,37.61139,126.910297
1138010600,서울특별시,은평구,대조동,37.612276,126.92285
1138010700,서울특별시,은평구,응암동,37.592677,126.920257
1138010800,서울특별시,은평구,역촌동,37.60477,126.915663
1138010900,서울특별시,은평구,신사동,37.595711,126.909195
1138011000,서울특별시,은평구,증산동,37.584724,126.907223
1138011400,서울특별시,은평구,진관동,37.644355,126.936524
1141010100,서울특별시,서대문구,충정로2가,37.565192,126.964529
1141010200,서울특별시,서대문구,충정로3가,37.562611,126.961351
1141010300,서울특별시,서대문구,합동,37.561567,126.966566
1141010400,서울특별시,서대문구,미근동,37.563162,126.967026
1141010500,서울특별시,서대문구,냉천동,37.567257,126.96389
1141010600,서울특별시,서대문구,천연동,37.568285,126.960571
1141010700,서울특별시,서대문구,옥천동,37.569686,126.96089
1141010800,서울특별시,서대문구,영천동,37.570759,126.96046
1141010900,서울특별시,서대문구,현저동,37.576486,126.95422
1141011000,서울특별시,서대문구,북아현동,37.561666,126.95617
1141011100,서울특별시,서대문구,홍제동,37.588734,126.946107
1141011200,서울특별시,서대문구,대현동,37.558086,126.944504
1141011300,서울특별시,서대문구,대신동,37.566438,126.945199
1141011400,서울특별시,서대문구,신촌동,37.568134,126.946792
1141011500,서울특별시,서대문구,봉원동,37.569952,126.947063
1141011600,서울특별시,서대문구,창천동,37.558584,126.934113
1141011700,서울특별시,서대문구,연희동,37.570389,126.929628
1141011800,서울특별시,서대문구,홍은동,37.59156,126.938775
1141011900,서울특별시,서대문구,북가좌동,37.580344,126.912261
1141012000,서울특별시,서대문구,남가좌동,37.577538,126.922311
1144010100,서울특별시,마포구,아현동,37.555483,126.955998
1144010200,서울특별시,마포구,공덕동,37.548828,126.959006
1144010300,서울특별시,마포구,신공덕동,37.544374,126.956854
1144010400,서울특별시,마포구,도화동,37.539966,126.95
1144010500,서울특별시,마포구,용강동,37.541967,126.940414
1144010600,서울특별시,마포구,토정동,37.54035,126.940474
1144010700,서울특별시,마포구,마포동,37.537003,126.945323
1144010800,서울특별시,마포구,대흥동,37.551055,126.943731
1144010900,서울특별시,마포구,염리동,37.551546,126.947279
1144011000,서울특별시,마포구,노고산동,37.554402,126.938556
1144011100,서울특별시,마포구,신수동,37.547351,126.937074
1144011200,서울특별시,마포구,현석동,37.54384,126.933903
1144011300,서울특별시,마포구,구수동,37.545679,126.932695
1144011400,서울특별시,마포구,창전동,37.550966,126.929835
1144011500,서울특별시,마포구,상수동,37.547431,126.922946
1144011600,서울특별시,마포구,하중동,37.54575,126.928674
1144011700,서울특별시,마포구,신정동,37.54421,126.930866
1144011800,서울특별시,마포구,당인동,37.54625,126.920245
1144012000,서울특별시,마포구,서교동,37.55391,126.918985
1144012100,서울특별시,마포구,동교동,37.55765,126.925663
1144012200,서울특별시,마포구,합정동,37.549046,126.911558
1144012300,서울특별시,마포구,망원동,37.55662,126.903976
1144012400,서울특별시,마포구,연남동,37.562962,126.921783
1144012500,서울특별시,마포구,성산동,37.563317,126.91087
1144012600,서울특별시,마포구,중동,37.5704,126.907656
1144012700,서울특별시,마포구,상암동,37.577131,126.893488
1147010100,서울특별시,양천구,신정동,37.521636,126.857957
1147010200,서울특별시,양천구,목동,37.539776,126.869079
1147010300,서울특별시,양천구,신월동,37.529444,126.834248
1150010100,서울특별시,강서구,염창동,37.551366,126.8713
1150010200,서울특별시,강서구,등촌동,37.551325,126.858411
1150010300,서울특별시,강서구,화곡동,37.538358,126.847336
1150010400,서울특별시,강서구,가양동,37.568238,126.845059
1150010500,서울특별시,강서구,마곡동,37.566092,126.830395
1150010600,서울특별시,강서구,내발산동,37.552616,126.83573
1150010700,서울특별시,강서구,외발산동,37.546721,126.821871
1150010800,서울특별시,강서구,공항동,37.558805,126.813297
1150010900,서울특별시,강서구,방화동,37.569138,126.812192
1150011000,서울특별시,강서구,개화동,37.582069,126.801198
1150011100,서울특별시,강서구,과해동,37.560661,126.794953
1150011200,서울특별시,강서구,오곡동,37.554615,126.775768
1150011300,서울특별시,강서구,오쇠동,37.541148,126.796575
1153010100,서울특별시,구로구,신도림동,37.509454,126.880425
1153010200,서울특별시,구로구,구로동,37.4929,126.886427
1153010300,서울특별시,구로구,가리봉동,37.482944,126.888062
1153010600,서울특별시,구로구,고척동,37.50356,126.855829
1153010700,서울특별시,구로구,개봉동,37.49497,126.851409
1153010800,서울특별시,구로구,오류동,37.494129,126.840746
1153010900,서울특별시,구로구,궁동,37.49687,126.831303
1153011000,서울특별시,구로구,온수동,37.493507,126.820255
1153011100,서울특별시,구로구,천왕동,37.482016,126.841789
1153011200,서울특별시,구로구,항동,37.484059,126.82298
1154510100,서울특별시,금천구,가산동,37.477598,126.888291
1154510200,서울특별시,금천구,독산동,37.469371,126.901246
1154510300,서울특별시,금천구,시흥동,37.453325,126.906222
1156010100,서울특별시,영등포구,영등포동,37.513448,126.907724
1156010200,서울특별시,영등포구,영등포동1가,37.51771,126.913057
1156010300,서울특별시,영등포구,영등포동2가,37.520839,126.910094
1156010400,서울특별시,영등포구,영등포동3가,37.518155,126.907998
1156010500,서울특별시,영등포구,영등포동4가,37.517981,126.903506
1156010600,서울특별시,영등포구,영등포동5가,37.521133,126.907084
1156010700,서울특별시,영등포구,영등포동6가,37.521556,126.90309
1156010800,서울특별시,영등포구,영등포동7가,37.524619,126.90667
1156010900,서울특별시,영등포구,영등포동8가,37.527015,126.905253
1156011000,서울특별시,영등포구,여의도동,37.524371,126.925958
1156011100,서울특별시,영등포구,당산동1가,37.522336,126.898748
1156011200,서울특별시,영등포구,당산동2가,37.522967,126.892688
1156011300,서울특별시,영등포구,당산동3가,37.525551,126.896668
1156011400,서울특별시,영등포구,당산동4가,37.528887,126.898848
1156011500,서울특별시,영등포구,당산동5가,37.532856,126.899187
1156011600,서울특별시,영등포구,당산동6가,37.534373,126.903445
1156011700,서울특별시,영등포구,당산동,37.528625,126.907439
1156011800,서울특별시,영등포구,도림동,37.509277,126.902494
1156011900,서울특별시,영등포구,문래동1가,37.512364,126.897201
1156012000,서울특별시,영등포구,문래동2가,37.51329,126.893779
1156012100,서울특별시,영등포구,문래동3가,37.516929,126.897249
1156012200,서울특별시,영등포구,문래동4가,37.515082,126.890475
1156012300,서울특별시,영등포구,문래동5가,37.515863,126.885676
1156012400,서울특별시,영등포구,문래동6가,37.519342,126.886528
1156012500,서울특별시,영등포구,양평동1가,37.523571,126.888814
1156012600,서울특별시,영등포구,양평동2가,37.52427,126.884578
1156012700,서울특별시,영등포구,양평동3가,37.528148,126.889731
1156012800,서울특별시,영등포구,양평동4가,37.537079,126.89626
1156012900,서울특별시,영등포구,양평동5가,37.538964,126.893422
1156013000,서울특별시,영등포구,양평동6가,37.542645,126.890065
1156013100,서울특별시,영등포구,양화동,37.545629,126.891554
1156013200,서울특별시,영등포구,신길동,37.507088,126.913103
1156013300,서울특별시,영등포구,대림동,37.494306,126.900642
1156013400,서울특별시,영등포구,양평동,37.522602,126.881344
1159010100,서울특별시,동작구,노량진동,37.510162,126.940418
1159010200,서울특별시,동작구,상도동,37.499206,126.940385
1159010300,서울특별시,동작구,상도1동,37.502889,126.950645
1159010400,서울특별시,동작구,본동,37.511491,126.954336
1159010500,서울특별시,동작구,흑석동,37.505964,126.962578
1159010600,서울특별시,동작구,동작동,37.496605,126.980985
1159010700,서울특별시,동작구,사당동,37.483974,126.974999
1159010800,서울특별시,동작구,대방동,37.504791,126.927862
1159010900,서울특별시,동작구,신대방동,37.492678,126.917721
1162010100,서울특별시,관악구,봉천동,37.482717,126.949951
1162010200,서울특별시,관악구,신림동,37.476412,126.925691
1162010300,서울특별시,관악구,남현동,37.474116,126.976721
1165010100,서울특별시,서초구,방배동,37.484677,126.989955
1165010200,서울특별시,서초구,양재동,37.474839,127.041717
1165010300,서울특별시,서초구,우면동,37.466629,127.021892
1165010400,서울특별시,서초구,원지동,37.446848,127.053774
1165010600,서울특별시,서초구,잠원동,37.513667,127.016166
1165010700,서울특별시,서초구,반포동,37.502816,127.010493
1165010800,서울특별시,서초구,서초동,37.488514,127.016222
1165010900,서울특별시,서초구,내곡동,37.456881,127.074171
1165011000,서울특별시,서초구,염곡동,37.462035,127.052837
1165011100,서울특별시,서초구,신원동,37.447112,127.058841
1168010100,서울특별시,강남구,역삼동,37.500335,127.037596
1168010300,서울특별시,강남구,개포동,37.47826,127.052024
1168010400,서울특별시,강남구,청담동,37.523404,127.046858
1168010500,서울특별시,강남구,삼성동,37.512792,127.053085
1168010600,서울특별시,강남구,대치동,37.501711,127.057851
1168010700,서울특별시,강남구,신사동,37.522893,127.028589
1168010800,서울특별시,강남구,논현동,37.513093,127.031353
1168011000,서울특별시,강남구,압구정동,37.528752,127.031766
1168011100,서울특별시,강남구,세곡동,37.466494,127.103021
1168011200,서울특별시,강남구,자곡동,37.476796,127.100387
1168011300,서울특별시,강남구,율현동,37.47145,127.107251
1168011400,서울특별시,강남구,일원동,37.491326,127.083799
1168011500,서울특별시,강남구,수서동,37.485767,127.098137
1168011800,서울특별시,강남구,도곡동,37.486509,127.040738
1171010100,서울특별시,송파구,잠실동,37.506967,127.083673
1171010200,서울특별시,송파구,신천동,37.517302,127.104967
1171010300,서울특별시,송파구,풍납동,37.534673,127.117643
1171010400,서울특별시,송파구,송파동,37.506058,127.111216
1171010500,서울특별시,송파구,석촌동,37.502699,127.102321
1171010600,서울특별시,송파구,삼전동,37.502724,127.092352
1171010700,서울특별시,송파구,가락동,37.496486,127.126006
1171010800,서울특별시,송파구,문정동,37.486581,127.127495
1171010900,서울특별시,송파구,장지동,37.478077,127.133269
1171011100,서울특별시,송파구,방이동,37.512017,127.116902
1171011200,서울특별시,송파구,오금동,37.503984,127.135124
1171011300,서울특별시,송파구,거여동,37.494161,127.145196
1171011400,서울특별시,송파구,마천동,37.497117,127.152393
1174010100,서울특별시,강동구,명일동,37.549276,127.147555
1174010200,서울특별시,강동구,고덕동,37.561068,127.160582
1174010300,서울특별시,강동구,상일동,37.54822,127.17063
1174010500,서울특별시,강동구,길동,37.539123,127.143163
1174010600,서울특별시,강동구,둔촌동,37.531157,127.142891
1174010700,서울특별시,강동구,암사동,37.552497,127.13301
1174010800,서울특별시,강동구,성내동,37.531338,127.129174
1174010900,서울특별시,강동구,천호동,37.543676,127.131748
1174011000,서울특별시,강동구,강일동,37.569204,127.17162
